Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,CrdY,CrdR,over_xG,cluster,cluster_label,market_value_eur_M,GA_pred_lr,GA_pred_rf,xG_diff
Harry Fischer 268,NED,FW,Atletico Madrid,La Liga,18,1376,19,8,7,15,8,0,1.12,0.62,1.12,1.74,139,107,102,0.52,0.46,0.07,1,0,1,0,Delantero Goleador,147.8,10.54,14.89,6.88
Son Rossi 269,NED,DF,Atletico Madrid,La Liga,24,1303,33,1,2,3,1,0,2.56,0.34,2.56,2.9,47,30,21,0.07,0.14,0.18,2,0,0,2,Defensor Ofensivo,28.7,6.08,3.6,-1.56
Bruno Rodríguez 270,ESP,FW,Atletico Madrid,La Liga,22,826,32,13,7,20,13,0,18.02,1.74,18.02,19.76,127,21,163,1.42,0.76,1.96,0,0,0,0,Delantero Goleador,200.0,14.53,18.19,-5.02
Kevin Schneider 271,ARG,MF,Atletico Madrid,La Liga,26,182,5,6,4,10,6,0,7.83,5.02,7.83,12.85,53,231,65,2.97,1.98,3.87,3,0,0,1,Mediocampista Creativo,97.5,8.79,10.16,-1.83
Robert Dupont 272,NGR,DF,Atletico Madrid,La Liga,21,952,14,1,1,2,1,0,1.91,0.8,1.91,2.71,11,100,39,0.09,0.09,0.18,0,0,0,2,Defensor Ofensivo,21.9,4.25,2.29,-0.91
Luca Hernández 273,ESP,FW,Atletico Madrid,La Liga,28,319,13,10,2,12,9,1,1.5,5.5,0.74,6.24,46,99,75,2.82,0.56,0.42,1,0,1,0,Delantero Goleador,111.9,6.43,10.42,8.5
Marco Meyer 274,COL,FW,Atletico Madrid,La Liga,25,663,15,6,5,11,5,1,14.04,4.59,13.28,17.87,164,29,124,0.81,0.68,1.91,2,0,0,0,Delantero Goleador,171.0,15.67,12.23,-8.04
James Silva 275,ESP,MF,Atletico Madrid,La Liga,25,534,13,2,7,9,2,0,0.48,10.2,0.48,10.68,91,257,90,0.34,1.18,0.08,3,0,1,1,Mediocampista Creativo,59.4,9.54,9.85,1.52
Carlos González 276,CRO,MF,Atletico Madrid,La Liga,23,1422,27,4,5,9,4,0,0.24,0.59,0.24,0.83,71,273,138,0.25,0.32,0.02,6,0,1,1,Mediocampista Creativo,80.3,7.3,9.38,3.76
Luis Weber 277,ENG,MF,Atletico Madrid,La Liga,19,306,9,7,6,13,7,0,10.94,2.26,10.94,13.2,48,288,162,2.06,1.76,3.22,5,0,0,1,Mediocampista Creativo,161.0,9.18,12.59,-3.94
Antoine Santos 278,ENG,MF,Sevilla,La Liga,30,737,29,3,7,10,3,0,3.87,2.08,3.87,5.95,101,108,80,0.37,0.85,0.47,3,1,0,1,Mediocampista Creativo,36.8,9.48,10.98,-0.87
Kai Pérez 279,NED,MF,Sevilla,La Liga,20,770,14,2,8,10,2,0,1.54,2.74,1.54,4.28,92,68,175,0.23,0.94,0.18,1,0,1,0,Delantero Goleador,90.5,8.38,10.32,0.46
Jude Smith 280,SEN,MF,Sevilla,La Liga,27,477,15,6,10,16,6,0,0.22,2.95,0.22,3.17,106,235,67,1.13,1.89,0.04,5,0,1,1,Mediocampista Creativo,128.0,9.08,13.87,5.78
Vinicius López 281,URU,MF,Sevilla,La Liga,25,944,19,3,10,13,3,0,4.7,11.66,4.7,16.36,74,111,54,0.29,0.95,0.45,1,0,0,1,Mediocampista Creativo,91.9,9.83,11.67,-1.7
Erling Wagner 282,GER,DF,Sevilla,La Liga,19,1556,28,2,1,3,2,0,3.15,0.07,3.15,3.22,17,35,57,0.12,0.06,0.18,3,0,0,2,Defensor Ofensivo,27.4,4.78,3.53,-1.15
Kylian Garcia 283,NED,MF,Sevilla,La Liga,20,396,11,4,4,8,4,0,0.73,4.67,0.73,5.4,52,72,48,0.91,0.91,0.17,2,0,1,2,Defensor Ofensivo,49.9,6.35,6.68,3.27
Pedri Fernández 284,POL,MF,Sevilla,La Liga,23,750,16,0,2,2,0,0,4.04,3.03,4.04,7.07,104,189,133,0.0,0.24,0.48,5,0,0,2,Defensor Ofensivo,33.0,10.02,4.57,-4.04
Gavi Becker 285,BRA,FW,Sevilla,La Liga,25,539,21,8,6,14,8,0,0.14,1.5,0.14,1.64,53,112,211,1.34,1.0,0.02,1,0,1,0,Delantero Goleador,138.3,5.9,9.17,7.86
Bukayo Müller 286,MAR,MF,Sevilla,La Liga,23,566,14,6,4,10,6,0,1.48,0.45,1.48,1.93,89,122,91,0.95,0.64,0.24,1,0,1,0,Delantero Goleador,62.6,7.96,10.53,4.52
Trent Martinez 287,ITA,DF,Sevilla,La Liga,26,756,21,0,2,2,0,0,0.1,0.05,0.1,0.15,19,29,48,0.0,0.24,0.01,1,0,0,2,Defensor Ofensivo,11.6,3.81,2.4,-0.1
Phil Fischer 288,ARG,FW,Sevilla,La Liga,28,926,17,14,3,17,14,0,26.12,1.49,26.12,27.61,129,91,129,1.36,0.29,2.54,0,0,0,0,Delantero Goleador,164.4,17.08,17.25,-12.12
Harry Rossi 289,NED,MF,Sevilla,La Liga,33,1334,30,2,7,9,2,0,1.32,8.59,1.32,9.91,108,127,146,0.13,0.47,0.09,3,0,1,1,Mediocampista Creativo,62.6,10.26,9.29,0.68
Son Rodríguez 290,ENG,MF,Sevilla,La Liga,22,1170,18,3,7,10,3,0,2.66,3.25,2.66,5.91,96,160,41,0.23,0.54,0.2,4,0,1,1,Mediocampista Creativo,99.5,9.29,10.2,0.34
Bruno Schneider 291,MAR,DF,Sevilla,La Liga,27,980,23,1,1,2,1,0,4.08,0.37,4.08,4.45,40,42,57,0.09,0.09,0.37,3,0,0,2,Defensor Ofensivo,11.5,6.12,2.83,-3.08
Kevin Dupont 292,ESP,FW,Sevilla,La Liga,23,805,17,11,5,16,9,2,1.39,5.36,0.0,5.36,53,77,202,1.23,0.56,0.16,2,0,1,0,Delantero Goleador,169.0,6.79,12.02,9.61
Robert Hernández 293,SEN,FW,Sevilla,La Liga,24,1023,33,11,8,19,11,0,12.29,0.37,12.29,12.66,130,97,187,0.97,0.7,1.08,2,0,0,0,Delantero Goleador,200.0,13.1,17.75,-1.29
Luca Meyer 294,FRA,MF,Sevilla,La Liga,31,1620,30,9,11,20,9,0,1.19,6.26,1.19,7.45,79,245,76,0.5,0.61,0.07,3,0,1,1,Mediocampista Creativo,55.0,8.78,16.11,7.81
Marco Silva 295,POL,MF,Sevilla,La Liga,33,948,28,3,5,8,3,0,7.91,14.25,7.91,22.16,82,110,85,0.28,0.47,0.75,4,0,0,1,Mediocampista Creativo,108.1,11.51,9.42,-4.91
James González 296,POL,MF,Sevilla,La Liga,24,1956,26,1,9,10,1,0,3.11,9.47,3.11,12.58,46,217,124,0.05,0.41,0.14,4,0,0,1,Mediocampista Creativo,75.0,8.15,9.82,-2.11
Luis Santos 298,URU,FW,Sevilla,La Liga,25,957,11,12,4,16,12,0,2.2,4.98,2.2,7.18,97,107,116,1.13,0.38,0.21,1,0,1,0,Delantero Goleador,166.4,9.28,15.15,9.8
Antoine Pérez 299,ENG,DF,Sevilla,La Liga,25,1722,33,1,2,3,1,0,0.16,0.67,0.16,0.83,56,42,27,0.05,0.1,0.01,4,0,1,2,Defensor Ofensivo,9.9,6.04,2.72,0.84
Kai Smith 300,POR,FW,Athletic Club,La Liga,24,264,22,7,4,11,7,0,37.07,14.57,37.07,51.64,186,65,81,2.39,1.36,12.64,1,0,0,0,Delantero Goleador,200.0,24.73,12.62,-30.07
Jude López 301,ARG,MF,Athletic Club,La Liga,32,211,5,1,5,6,1,0,0.4,0.28,0.4,0.68,78,205,126,0.43,2.13,0.17,8,0,1,1,Mediocampista Creativo,30.8,7.2,7.93,0.6
Vinicius Wagner 302,URU,MF,Athletic Club,La Liga,26,387,9,5,9,14,5,0,5.11,5.36,5.11,10.47,45,265,117,1.16,2.09,1.19,4,0,0,1,Mediocampista Creativo,137.7,7.81,13.22,-0.11
Erling Garcia 303,NGR,MF,Athletic Club,La Liga,17,707,25,3,5,8,3,0,7.08,6.09,7.08,13.17,80,131,47,0.38,0.64,0.9,3,0,0,1,Mediocampista Creativo,104.7,9.97,9.36,-4.08
Kylian Fernández 304,CRO,MF,Athletic Club,La Liga,27,1133,27,3,9,12,3,0,1.86,6.37,1.86,8.23,38,250,66,0.24,0.71,0.15,4,0,1,1,Mediocampista Creativo,108.9,6.83,11.56,1.14
Pedri Becker 305,SEN,FW,Athletic Club,La Liga,23,374,22,8,5,13,6,2,8.82,1.85,7.3,9.15,174,97,122,1.93,1.2,2.12,1,0,0,0,Delantero Goleador,200.0,14.39,13.77,-0.82
Gavi Müller 306,ENG,FW,Athletic Club,La Liga,21,126,7,9,6,15,7,2,3.56,4.39,2.04,6.43,190,46,113,6.43,4.29,2.54,0,0,1,0,Delantero Goleador,180.9,13.9,15.25,5.44
Bukayo Martinez 307,ARG,MF,Athletic Club,La Liga,26,789,24,4,8,12,4,0,5.19,9.03,5.19,14.22,66,256,116,0.46,0.91,0.59,7,0,0,1,Mediocampista Creativo,134.5,9.5,11.9,-1.19
Trent Fischer 308,BEL,MF,Athletic Club,La Liga,32,155,11,5,6,11,5,0,3.29,5.93,3.29,9.22,132,293,122,2.9,3.48,1.91,3,0,1,1,Mediocampista Creativo,57.4,11.76,10.79,1.71
Bruno Dupont 312,ESP,DF,Athletic Club,La Liga,31,2752,32,3,0,3,3,0,1.29,4.95,1.29,6.24,66,36,59,0.1,0.0,0.04,1,0,1,2,Defensor Ofensivo,30.6,7.71,3.97,1.71
Kevin Hernández 313,NED,DF,Athletic Club,La Liga,25,711,9,1,3,4,1,0,3.17,0.02,3.17,3.19,49,26,55,0.13,0.38,0.4,4,0,0,2,Defensor Ofensivo,34.9,6.16,5.6,-2.17
Luca Silva 315,MAR,MF,Athletic Club,La Liga,22,880,22,6,7,13,6,0,0.89,2.67,0.89,3.56,33,295,40,0.61,0.72,0.09,4,0,1,1,Mediocampista Creativo,49.5,5.81,12.17,5.11
Marco González 316,ARG,FW,Athletic Club,La Liga,27,1158,22,11,7,18,11,0,3.08,0.07,3.08,3.15,173,111,91,0.85,0.54,0.24,1,0,1,0,Delantero Goleador,200.0,12.68,17.32,7.92
James Weber 317,POL,FW,Athletic Club,La Liga,24,168,7,10,3,13,10,0,5.5,3.59,5.5,9.09,131,118,90,5.36,1.61,2.95,1,0,1,0,Delantero Goleador,169.6,11.56,12.5,4.5
Carlos Santos 318,ARG,MF,Athletic Club,La Liga,24,576,26,4,4,8,4,0,6.67,0.46,6.67,7.13,109,284,77,0.62,0.62,1.04,5,0,0,1,Mediocampista Creativo,41.3,10.83,8.27,-2.67
Luis Pérez 319,POR,MF,Athletic Club,La Liga,31,1243,26,7,5,12,7,0,1.81,5.12,1.81,6.93,134,218,94,0.51,0.36,0.13,2,0,1,1,Mediocampista Creativo,121.7,11.39,10.75,5.19
Antoine Smith 320,BEL,MF,Athletic Club,La Liga,29,687,15,4,5,9,4,0,0.08,0.18,0.08,0.26,36,174,88,0.52,0.66,0.01,4,0,1,1,Mediocampista Creativo,44.2,5.02,9.31,3.92
Kai López 321,SEN,DF,Athletic Club,La Liga,27,1551,33,1,1,2,1,0,0.19,0.57,0.19,0.76,60,106,34,0.06,0.06,0.01,3,0,1,2,Defensor Ofensivo,28.8,6.35,2.68,0.81
Jude Wagner 322,ESP,MF,Real Sociedad,La Liga,34,200,7,4,5,9,4,0,5.99,8.62,5.99,14.61,40,157,60,1.8,2.25,2.7,5,0,0,1,Mediocampista Creativo,99.5,7.97,9.59,-1.99
Vinicius Garcia 323,POL,DF,Real Sociedad,La Liga,22,379,19,2,4,6,2,0,0.3,1.85,0.3,2.15,48,42,77,0.47,0.95,0.07,3,0,1,2,Defensor Ofensivo,26.8,5.53,4.86,1.7
Erling Fernández 324,CRO,DF,Real Sociedad,La Liga,23,174,5,0,5,5,0,0,2.26,2.42,2.26,4.68,45,67,60,0.0,2.59,1.17,1,0,0,2,Defensor Ofensivo,42.5,6.03,5.58,-2.26
Kylian Becker 325,BEL,DF,Real Sociedad,La Liga,24,910,33,1,2,3,1,0,0.43,2.96,0.43,3.39,23,108,77,0.1,0.2,0.04,4,0,1,2,Defensor Ofensivo,33.1,4.76,3.21,0.57
Pedri Müller 326,POR,MF,Real Sociedad,La Liga,19,579,11,5,4,9,5,0,2.94,4.19,2.94,7.13,131,54,125,0.78,0.62,0.46,4,0,1,0,Delantero Goleador,89.6,10.86,10.42,2.06
Gavi Martinez 327,BRA,MF,Real Sociedad,La Liga,23,450,9,4,9,13,4,0,0.38,0.1,0.38,0.48,124,196,101,0.8,1.8,0.08,4,0,1,1,Mediocampista Creativo,60.2,9.51,11.68,3.62
Bukayo Fischer 328,SEN,DF,Real Sociedad,La Liga,24,393,15,0,0,0,0,0,0.41,4.95,0.41,5.36,19,50,69,0.0,0.0,0.09,2,0,0,2,Defensor Ofensivo,20.4,4.59,1.45,-0.41
Trent Rossi 329,BEL,DF,Real Sociedad,La Liga,28,1358,28,0,2,2,0,0,1.64,0.53,1.64,2.17,73,20,72,0.0,0.13,0.11,7,0,0,2,Defensor Ofensivo,34.6,7.14,2.55,-1.64
Phil Rodríguez 330,FRA,FW,Real Sociedad,La Liga,24,268,17,6,3,9,6,0,3.38,3.37,3.38,6.75,132,115,91,2.01,1.01,1.14,0,0,1,0,Delantero Goleador,45.6,10.99,10.25,2.62
Harry Schneider 331,COL,DF,Real Sociedad,La Liga,27,830,26,0,5,5,0,0,1.46,0.96,1.46,2.42,35,67,49,0.0,0.54,0.16,1,0,0,2,Defensor Ofensivo,28.4,5.24,4.3,-1.46
Kevin Meyer 334,BRA,MF,Real Sociedad,La Liga,28,369,7,1,8,9,1,0,3.83,21.32,3.83,25.15,55,190,97,0.24,1.95,0.93,5,0,0,1,Mediocampista Creativo,80.1,10.11,8.85,-2.83
Robert Silva 335,COL,MF,Real Sociedad,La Liga,27,377,9,4,5,9,4,0,1.63,4.68,1.63,6.31,119,156,87,0.95,1.19,0.39,4,0,1,1,Mediocampista Creativo,67.3,10.17,9.38,2.37
Luca González 336,ARG,MF,Real Sociedad,La Liga,32,478,10,1,6,7,1,0,6.24,4.82,6.24,11.06,115,228,104,0.19,1.13,1.17,4,0,0,1,Mediocampista Creativo,63.6,11.49,8.07,-5.24
Marco Weber 337,CRO,DF,Real Sociedad,La Liga,25,1398,22,2,2,4,2,0,1.36,0.17,1.36,1.53,16,128,15,0.13,0.13,0.09,2,0,1,2,Defensor Ofensivo,25.3,4.43,3.4,0.64
James Santos 338,ITA,FW,Real Sociedad,La Liga,29,1231,17,7,6,13,7,0,1.29,0.22,1.29,1.51,47,99,190,0.51,0.44,0.09,2,0,1,0,Delantero Goleador,93.2,5.86,8.58,5.71
Antoine López 341,ARG,DF,Valencia,La Liga,27,2107,29,3,3,6,3,0,0.86,1.32,0.86,2.18,15,74,53,0.13,0.13,0.04,3,0,1,2,Defensor Ofensivo,43.1,4.44,5.35,2.14
Kai Wagner 342,POL,FW,Valencia,La Liga,29,659,11,16,7,23,16,0,0.2,9.15,0.2,9.35,90,98,154,2.19,0.96,0.03,0,0,1,0,Delantero Goleador,86.0,8.89,19.0,15.8
Jude Garcia 343,BRA,DF,Valencia,La Liga,29,678,22,0,2,2,0,0,0.66,0.32,0.66,0.98,71,138,46,0.0,0.27,0.09,1,0,0,2,Defensor Ofensivo,27.4,6.87,2.64,-0.66
Vinicius Fernández 344,NED,FW,Valencia,La Liga,25,907,15,10,8,18,10,0,0.91,11.07,0.91,11.98,146,68,80,0.99,0.79,0.09,1,0,1,0,Delantero Goleador,117.1,12.17,14.44,9.09
Erling Becker 345,GER,DF,Valencia,La Liga,22,492,13,0,1,1,0,0,0.34,5.49,0.34,5.83,50,21,76,0.0,0.18,0.06,3,0,0,2,Defensor Ofensivo,10.5,6.15,2.66,-0.34
Kylian Müller 346,BEL,FW,Valencia,La Liga,25,1786,27,10,4,14,10,0,23.62,0.31,23.62,23.93,184,84,190,0.5,0.2,1.19,3,0,0,0,Delantero Goleador,107.8,19.14,13.98,-13.62
Pedri Martinez 347,POR,FW,Valencia,La Liga,19,532,19,18,1,19,16,2,49.72,0.89,48.2,49.09,42,37,111,3.05,0.17,8.41,1,0,0,0,Delantero Goleador,200.0,19.05,18.67,-31.72
Gavi Fischer 348,NGR,DF,Valencia,La Liga,29,288,7,3,1,4,3,0,1.15,1.07,1.15,2.22,46,67,10,0.94,0.31,0.36,1,0,1,2,Defensor Ofensivo,21.9,5.6,3.88,1.85
Bukayo Rossi 349,BEL,DF,Valencia,La Liga,23,1379,29,0,2,2,0,0,0.05,1.24,0.05,1.29,17,29,76,0.0,0.13,0.0,1,0,0,2,Defensor Ofensivo,30.1,4.02,2.59,-0.05
Trent Rodríguez 350,ITA,MF,Valencia,La Liga,23,1353,27,7,6,13,7,0,6.26,0.06,6.26,6.32,57,123,125,0.47,0.4,0.42,6,0,1,0,Delantero Goleador,74.4,7.83,10.58,0.74
Phil Schneider 351,URU,FW,Valencia,La Liga,26,1227,19,10,4,14,9,1,2.69,10.39,1.93,12.32,75,100,147,0.73,0.29,0.2,2,0,1,0,Delantero Goleador,125.9,9.16,12.36,7.31
Harry Dupont 352,GER,DF,Valencia,La Liga,22,643,24,1,0,1,1,0,0.83,0.61,0.83,1.44,44,42,55,0.14,0.0,0.12,1,0,1,2,Defensor Ofensivo,12.0,5.36,2.48,0.17
Son Hernández 353,CRO,MF,Valencia,La Liga,29,1047,29,5,6,11,5,0,1.15,4.46,1.15,5.61,50,50,116,0.43,0.52,0.1,4,0,1,0,Delantero Goleador,98.5,6.43,7.54,3.85
Bruno Meyer 354,MAR,FW,Valencia,La Liga,28,911,16,6,2,8,6,0,1.84,0.54,1.84,2.38,44,35,76,0.59,0.2,0.18,0,0,1,2,Defensor Ofensivo,43.9,5.68,6.24,4.16
Kevin Silva 355,CRO,MF,Valencia,La Liga,23,2100,30,3,6,9,3,0,0.36,0.19,0.36,0.55,73,82,72,0.13,0.26,0.02,3,0,1,2,Defensor Ofensivo,101.5,7.06,7.16,2.64
Robert González 356,ITA,FW,Valencia,La Liga,23,910,20,14,2,16,14,0,13.63,4.94,13.63,18.57,116,49,108,1.38,0.2,1.35,1,0,1,0,Delantero Goleador,118.3,13.3,14.9,0.37
Luca Weber 357,ARG,FW,Valencia,La Liga,27,1142,22,10,6,16,9,1,2.46,8.12,1.7,9.82,85,65,73,0.79,0.47,0.19,2,0,1,0,Delantero Goleador,83.3,9.16,14.81,7.54
Marco Santos 358,ENG,FW,Valencia,La Liga,21,1293,17,13,4,17,13,0,16.04,17.71,16.04,33.75,71,28,164,0.9,0.28,1.12,1,0,0,0,Delantero Goleador,179.0,13.64,17.25,-3.04
James Pérez 359,POR,MF,Valencia,La Liga,20,1182,23,2,2,4,2,0,6.54,0.1,6.54,6.64,124,130,100,0.15,0.15,0.5,3,0,0,2,Defensor Ofensivo,80.1,11.25,5.94,-4.54
Carlos Smith 360,ENG,MF,Valencia,La Liga,24,799,15,2,6,8,2,0,1.51,8.31,1.51,9.82,74,232,125,0.23,0.68,0.17,4,0,1,1,Mediocampista Creativo,79.2,8.7,9.46,0.49
Antoine Wagner 362,MAR,MF,Valencia,La Liga,19,1897,33,5,11,16,5,0,12.13,7.82,12.13,19.95,69,190,97,0.24,0.52,0.58,0,0,0,1,Mediocampista Creativo,148.1,11.53,14.47,-7.13
Kai Garcia 363,ARG,MF,Valencia,La Liga,32,1068,21,4,2,6,4,0,0.44,8.38,0.44,8.82,139,276,177,0.34,0.17,0.04,4,0,1,1,Mediocampista Creativo,30.8,11.84,6.84,3.56
Jude Fernández 364,MAR,DF,Valencia,La Liga,27,1984,33,2,1,3,2,0,0.84,1.0,0.84,1.84,57,28,76,0.09,0.05,0.04,5,0,1,2,Defensor Ofensivo,43.9,6.35,3.39,1.16
Vinicius Becker 365,GER,FW,Valencia,La Liga,19,879,22,13,7,20,12,1,6.5,0.51,5.74,6.25,154,83,211,1.33,0.72,0.67,1,0,1,0,Delantero Goleador,198.8,12.62,17.32,6.5
Erling Müller 366,ITA,MF,Villarreal,La Liga,29,964,26,1,6,7,1,0,2.93,7.38,2.93,10.31,99,205,134,0.09,0.56,0.27,2,0,0,1,Mediocampista Creativo,77.0,10.19,7.61,-1.93
Kylian Martinez 367,BRA,MF,Villarreal,La Liga,31,1616,32,2,10,12,2,0,4.68,13.99,4.68,18.67,110,66,107,0.11,0.56,0.26,4,0,0,0,Delantero Goleador,78.5,12.02,12.01,-2.68
Pedri Fischer 368,POL,DF,Villarreal,La Liga,32,525,7,1,1,2,1,0,1.03,0.33,1.03,1.36,51,66,14,0.17,0.17,0.18,2,0,0,2,Defensor Ofensivo,18.6,5.76,2.69,-0.03
Gavi Rossi 369,FRA,FW,Villarreal,La Liga,26,1681,33,8,3,11,8,0,2.88,1.0,2.88,3.88,182,70,195,0.43,0.16,0.15,0,0,1,0,Delantero Goleador,79.8,13.23,13.01,5.12
Bukayo Rodríguez 370,URU,MF,Villarreal,La Liga,25,873,24,6,10,16,6,0,2.06,0.12,2.06,2.18,141,279,63,0.62,1.03,0.21,4,0,1,1,Mediocampista Creativo,140.6,11.14,13.47,3.94
Trent Schneider 371,NGR,FW,Villarreal,La Liga,31,626,16,7,3,10,7,0,14.37,0.75,14.37,15.12,59,30,155,1.01,0.43,2.07,0,0,0,0,Delantero Goleador,193.0,9.92,13.71,-7.37
Phil Dupont 372,BRA,FW,Villarreal,La Liga,17,1329,25,7,5,12,6,1,5.44,3.18,4.68,7.86,42,29,179,0.47,0.34,0.37,0,0,1,0,Delantero Goleador,102.6,7.07,12.55,1.56
Harry Hernández 373,GER,MF,Villarreal,La Liga,23,1144,20,2,4,6,2,0,7.49,6.59,7.49,14.08,107,53,83,0.16,0.31,0.59,6,0,0,2,Defensor Ofensivo,28.0,11.43,9.0,-5.49
Son Meyer 374,NGR,FW,Villarreal,La Liga,24,1305,25,13,8,21,12,1,13.87,13.26,13.11,26.37,66,71,205,0.9,0.55,0.96,1,0,0,0,Delantero Goleador,200.0,12.23,18.37,-0.87
Bruno Silva 375,NED,FW,Villarreal,La Liga,24,1258,19,12,7,19,12,0,12.91,0.27,12.91,13.18,139,115,188,0.86,0.5,0.92,1,0,0,0,Delantero Goleador,200.0,13.81,15.16,-0.91
Kevin González 376,BRA,FW,Villarreal,La Liga,26,975,21,10,1,11,10,0,14.61,7.45,14.61,22.06,92,51,165,0.92,0.09,1.35,0,0,0,0,Delantero Goleador,200.0,12.76,11.64,-4.61
Robert Weber 377,GER,MF,Villarreal,La Liga,25,872,16,1,7,8,1,0,1.66,0.37,1.66,2.03,130,144,126,0.1,0.72,0.17,4,0,0,1,Mediocampista Creativo,49.5,10.18,8.86,-0.66
Luca Santos 378,POR,DF,Villarreal,La Liga,18,546,14,0,1,1,0,0,1.07,0.31,1.07,1.38,66,39,58,0.0,0.16,0.18,1,0,0,2,Defensor Ofensivo,13.5,6.46,1.58,-1.07
Marco Pérez 379,SEN,FW,Villarreal,La Liga,28,505,11,11,9,20,11,0,3.18,1.58,3.18,4.76,76,103,107,1.96,1.6,0.57,1,0,1,0,Delantero Goleador,90.2,7.89,16.55,7.82
Carlos López 381,SEN,FW,Villarreal,La Liga,21,1020,22,9,6,15,7,2,11.62,0.58,10.1,10.68,146,99,192,0.79,0.53,1.03,0,0,0,0,Delantero Goleador,200.0,13.75,14.83,-2.62
Luis Wagner 382,URU,MF,Villarreal,La Liga,35,1142,24,4,7,11,4,0,0.1,0.2,0.1,0.3,96,150,83,0.32,0.55,0.01,1,0,1,1,Mediocampista Creativo,84.2,8.09,10.9,3.9
Antoine Garcia 383,ARG,DF,Villarreal,La Liga,26,2013,33,3,2,5,3,0,6.75,5.36,6.75,12.11,67,54,57,0.13,0.09,0.3,3,0,0,2,Defensor Ofensivo,28.1,9.24,8.12,-3.75
Kai Fernández 384,ESP,FW,Betis,La Liga,20,1092,30,12,7,19,12,0,10.56,3.44,10.56,14.0,130,109,92,0.99,0.58,0.87,1,0,1,0,Delantero Goleador,123.0,13.11,16.69,1.44
Vinicius Müller 386,ENG,DF,Betis,La Liga,26,492,12,1,1,2,1,0,0.08,0.37,0.08,0.45,18,58,33,0.18,0.18,0.01,0,0,1,2,Defensor Ofensivo,29.1,3.81,2.59,0.92
Erling Martinez 387,BRA,MF,Betis,La Liga,31,1104,30,6,9,15,6,0,20.83,15.68,20.83,36.51,93,150,105,0.49,0.73,1.7,2,0,0,1,Mediocampista Creativo,59.2,16.06,12.93,-14.83
Pedri Rossi 389,ENG,FW,Betis,La Liga,17,894,20,7,4,11,7,0,3.28,6.14,3.28,9.42,83,110,119,0.7,0.4,0.33,1,0,1,0,Delantero Goleador,114.4,9.05,11.37,3.72
Gavi Rodríguez 390,BEL,MF,Betis,La Liga,17,927,27,4,9,13,4,0,5.44,3.8,5.44,9.24,133,288,174,0.39,0.87,0.53,3,1,0,1,Mediocampista Creativo,86.7,12.27,12.05,-1.44
Bukayo Schneider 391,ITA,MF,Betis,La Liga,26,1140,18,4,5,9,4,0,6.04,1.51,6.04,7.55,98,171,127,0.32,0.39,0.48,2,0,0,1,Mediocampista Creativo,112.8,10.11,8.89,-2.04
Trent Dupont 392,ARG,MF,Betis,La Liga,32,393,9,6,9,15,6,0,0.29,5.11,0.29,5.4,82,250,98,1.37,2.06,0.07,7,0,1,1,Mediocampista Creativo,75.8,8.23,13.44,5.71
Phil Hernández 393,ESP,MF,Betis,La Liga,29,636,12,2,3,5,2,0,0.13,0.01,0.13,0.14,38,133,84,0.28,0.42,0.02,0,0,1,2,Defensor Ofensivo,58.2,5.0,4.29,1.87
Harry Meyer 394,MAR,FW,Betis,La Liga,22,265,5,8,3,11,8,0,2.7,4.87,2.7,7.57,111,115,86,2.72,1.02,0.92,1,0,1,0,Delantero Goleador,93.9,9.97,12.02,5.3
Son Silva 395,ARG,MF,Betis,La Liga,24,520,14,5,5,10,5,0,6.23,2.22,6.23,8.45,93,81,119,0.87,0.87,1.08,3,0,0,0,Delantero Goleador,123.5,9.65,10.4,-1.23
Bruno González 396,URU,FW,Betis,La Liga,32,946,18,8,5,13,7,1,5.02,0.99,4.26,5.25,116,32,99,0.76,0.48,0.48,1,0,1,0,Delantero Goleador,144.7,10.26,13.27,2.98
Kevin Weber 397,POR,MF,Betis,La Liga,26,348,6,5,7,12,5,0,13.89,4.26,13.89,18.15,55,77,144,1.29,1.81,3.59,0,0,0,0,Delantero Goleador,64.3,10.15,13.32,-8.89
Robert Santos 398,MAR,FW,Betis,La Liga,26,1567,24,6,4,10,5,1,21.44,1.63,20.68,22.31,152,59,156,0.34,0.23,1.23,3,0,0,0,Delantero Goleador,90.7,17.0,11.94,-15.44
Luca Pérez 399,URU,FW,Betis,La Liga,28,1111,29,16,2,18,16,0,2.63,1.81,2.63,4.44,73,47,109,1.3,0.16,0.21,1,0,1,0,Delantero Goleador,119.2,7.62,14.37,13.37
Marco Smith 400,CRO,MF,Betis,La Liga,29,1764,24,6,5,11,6,0,2.34,1.03,2.34,3.37,64,211,70,0.31,0.26,0.12,2,0,1,1,Mediocampista Creativo,131.4,7.53,10.36,3.66
James López 401,NGR,DF,Betis,La Liga,30,1343,19,1,1,2,1,0,2.92,4.1,2.92,7.02,59,76,70,0.07,0.07,0.2,2,0,0,2,Defensor Ofensivo,25.4,7.46,4.4,-1.92
Luis Garcia 403,POR,DF,Betis,La Liga,28,954,18,0,1,1,0,0,2.0,0.3,2.0,2.3,22,106,31,0.0,0.09,0.19,6,0,0,2,Defensor Ofensivo,29.2,4.77,2.02,-2.0
